Cases_Today,"2,677"
Total_Cases,"810,797"
Active_Cases,"39,179"
Total_Recovered,"750,709"
Deaths_Today,74
Total_Deaths,"20,909"
Tests_Performed_Today,"43,913"
Total_Tests_Performed,"22,402,593"
Percent_Positive,3.8
Tests_Performed_Per_Million,"589,461"
